task_id,package,function_name,level,contract_status,status_reasons,current_status,current_tier,simple_status,simple_tier,expected_artifacts_task_json,artifacts_written_by_solution,artifacts_compared_by_current_eval,artifacts_compared_by_simple_eval,input_files_declared,input_files_read_by_solution,input_files_previewed_current,functions_called_by_solution,functions_requested_by_task_prompt,uses_internal_helper,uses_hidden_in_script_data,result_assignment_count,overwrites_result,fixture_semantic_flags,task_dir
pharmaverse/admiral/assert_date_imputation,admiral,assert_date_imputation,L1,E_DELETE_CANDIDATE,helper_assertion_doc_or_internal_only_candidate,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/date_imputation.tsv; inputs/highest_imputation.tsv,inputs/date_imputation.tsv; inputs/highest_imputation.tsv,inputs/date_imputation.tsv; inputs/highest_imputation.tsv,,admiral::assert_date_imputation,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/assert_date_imputation
pharmaverse/admiral/assert_highest_imputation,admiral,assert_highest_imputation,L2,C_REPAIR_FIXTURE,clinical_placeholders; helper_assertion_doc_or_internal_only_candidate; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/date_imputation.tsv; inputs/highest_imputation.tsv; inputs/highest_imputation_values.tsv; inputs/max_dates.tsv; inputs/min_dates.tsv,inputs/date_imputation.tsv; inputs/highest_imputation.tsv; inputs/highest_imputation_values.tsv; inputs/max_dates.tsv; inputs/min_dates.tsv,inputs/date_imputation.tsv; inputs/highest_imputation.tsv; inputs/highest_imputation_values.tsv; inputs/max_dates.tsv; inputs/min_dates.tsv,,admiral::assert_highest_imputation,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/assert_highest_imputation
pharmaverse/admiral/assert_parameters_argument,admiral,assert_parameters_argument,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; helper_assertion_doc_or_internal_only_candidate; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/optional.tsv; inputs/parameters.tsv,inputs/optional.tsv; inputs/parameters.tsv,inputs/optional.tsv; inputs/parameters.tsv,rlang::caller_arg,admiral::assert_parameters_argument,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/assert_parameters_argument
pharmaverse/admiral/assert_time_imputation,admiral,assert_time_imputation,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; helper_assertion_doc_or_internal_only_candidate,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/highest_imputation.tsv; inputs/time_imputation.tsv,inputs/highest_imputation.tsv; inputs/time_imputation.tsv,inputs/highest_imputation.tsv; inputs/time_imputation.tsv,,admiral::assert_time_imputation,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/assert_time_imputation
pharmaverse/admiral/assert_valid_queries,admiral,assert_valid_queries,L2,C_REPAIR_FIXTURE,clinical_placeholders; helper_assertion_doc_or_internal_only_candidate; scalarish_input_has_complex_placeholder:queries_name.tsv,TIMEOUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/queries.tsv; inputs/queries_name.tsv,inputs/queries.tsv; inputs/queries_name.tsv,inputs/queries.tsv; inputs/queries_name.tsv,,admiral::assert_valid_queries,False,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:queries_name.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/assert_valid_queries
pharmaverse/admiral/calculate_range_value,admiral,calculate_range_value,L2,C_REPAIR_FIXTURE,clinical_placeholders; scalarish_input_has_complex_placeholder:end_val.tsv; scalarish_input_has_complex_placeholder:start_val.tsv,NO_OUTPUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/end_val.tsv; inputs/midpoint.tsv; inputs/range_method.tsv; inputs/start_val.tsv,inputs/end_val.tsv; inputs/range_method.tsv; inputs/start_val.tsv,inputs/end_val.tsv; inputs/midpoint.tsv; inputs/range_method.tsv; inputs/start_val.tsv,,admiral::calculate_range_value,False,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:end_val.tsv; scalarish_input_has_complex_placeholder:start_val.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/calculate_range_value
pharmaverse/admiral/call_derivation,admiral,call_derivation,L2,C_REPAIR_FIXTURE,clinical_placeholders; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/dataset.tsv; inputs/derivation.tsv; inputs/variable_params.tsv,inputs/dataset.tsv; inputs/derivation.tsv; inputs/variable_params.tsv,inputs/dataset.tsv; inputs/derivation.tsv; inputs/variable_params.tsv,,admiral::call_derivation,False,False,4,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/call_derivation
pharmaverse/admiral/censor_source,admiral,censor_source,L1,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/admiral.tsv,inputs/admiral.tsv,inputs/admiral.tsv; inputs/dataset_name.tsv; inputs/date.tsv,admiral::censor_source; rlang::expr; rlang::exprs,admiral::censor_source; rlang::expr; rlang::exprs,False,False,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/censor_source
pharmaverse/admiral/chr2vars,admiral,chr2vars,L1,D_QUARANTINE_CONTRACT,task_json_expected_artifact_not_compared_in_results,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/chr.tsv,inputs/chr.tsv,inputs/chr.tsv,admiral::chr2vars,admiral::chr2vars,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/chr2vars
pharmaverse/admiral/compute_age_years,admiral,compute_age_years,L2,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/age.tsv; inputs/age_unit.tsv,inputs/age.tsv; inputs/age_unit.tsv,inputs/age.tsv; inputs/age_unit.tsv,admiral::compute_age_years,admiral::compute_age_years,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_age_years
pharmaverse/admiral/compute_bmi,admiral,compute_bmi,L1,A_KEEP_CANDIDATE,,NO_OUTPUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/height.tsv; inputs/weight.tsv,inputs/height.tsv; inputs/weight.tsv,inputs/height.tsv; inputs/weight.tsv,admiral::compute_bmi,admiral::compute_bmi,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_bmi
pharmaverse/admiral/compute_bsa,admiral,compute_bsa,L2,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/height.tsv; inputs/method.tsv; inputs/weight.tsv,inputs/height.tsv; inputs/method.tsv; inputs/weight.tsv,inputs/height.tsv; inputs/method.tsv; inputs/weight.tsv,admiral::compute_bsa,admiral::compute_bsa,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_bsa
pharmaverse/admiral/compute_dtf,admiral,compute_dtf,L1,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/dt.tsv; inputs/dtc.tsv,inputs/dt.tsv; inputs/dtc.tsv,inputs/dt.tsv; inputs/dtc.tsv,admiraldev::assert_character_vector; admiraldev::assert_date_vector; admiraldev::is_valid_dtc; admiraldev::warn_if_invalid_dtc,admiral::compute_dtf; dplyr::case_when,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_dtf
pharmaverse/admiral/compute_duration,admiral,compute_duration,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/add_one.tsv; inputs/end_date.tsv; inputs/floor_in.tsv; inputs/in_unit.tsv; inputs/out_unit.tsv; inputs/start_date.tsv; inputs/trunc_out.tsv; inputs/type.tsv,inputs/add_one.tsv; inputs/end_date.tsv; inputs/floor_in.tsv; inputs/in_unit.tsv; inputs/out_unit.tsv; inputs/start_date.tsv; inputs/trunc_out.tsv; inputs/type.tsv,inputs/add_one.tsv; inputs/end_date.tsv; inputs/floor_in.tsv; inputs/in_unit.tsv; inputs/out_unit.tsv; inputs/start_date.tsv; inputs/trunc_out.tsv; inputs/type.tsv,admiral::compute_duration,admiral::compute_duration,False,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_duration
pharmaverse/admiral/compute_egfr,admiral,compute_egfr,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,,inputs/age.tsv; inputs/creat.tsv; inputs/creatu.tsv; inputs/method.tsv; inputs/race.tsv; inputs/sex.tsv; inputs/weight.tsv,inputs/age.tsv; inputs/creat.tsv; inputs/creatu.tsv; inputs/method.tsv; inputs/race.tsv; inputs/sex.tsv; inputs/weight.tsv,admiraldev::assert_character_vector; admiraldev::assert_numeric_vector,admiral::compute_egfr; dplyr::case_when,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_egfr
pharmaverse/admiral/compute_framingham,admiral,compute_framingham,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/age.tsv; inputs/chol.tsv; inputs/cholhdl.tsv; inputs/diabetfl.tsv; inputs/sex.tsv; inputs/smokefl.tsv; inputs/sysbp.tsv; inputs/trthypfl.tsv,inputs/age.tsv; inputs/chol.tsv; inputs/cholhdl.tsv; inputs/diabetfl.tsv; inputs/sex.tsv; inputs/smokefl.tsv; inputs/sysbp.tsv; inputs/trthypfl.tsv,inputs/age.tsv; inputs/chol.tsv; inputs/cholhdl.tsv; inputs/diabetfl.tsv; inputs/sex.tsv; inputs/smokefl.tsv; inputs/sysbp.tsv; inputs/trthypfl.tsv,admiral::compute_framingham,admiral::compute_framingham,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_framingham
pharmaverse/admiral/compute_map,admiral,compute_map,L2,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/diabp.tsv; inputs/hr.tsv; inputs/sysbp.tsv,inputs/diabp.tsv; inputs/hr.tsv; inputs/sysbp.tsv,inputs/diabp.tsv; inputs/hr.tsv; inputs/sysbp.tsv,admiral::compute_map,admiral::compute_map,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_map
pharmaverse/admiral/compute_qtc,admiral,compute_qtc,L2,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json,FAIL,output_bad,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/method.tsv; inputs/qt.tsv; inputs/rr.tsv,inputs/method.tsv; inputs/qt.tsv; inputs/rr.tsv,inputs/method.tsv; inputs/qt.tsv; inputs/rr.tsv,admiraldev::assert_numeric_vector,admiral::compute_qtc; admiraldev::assert_numeric_vector,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_qtc
pharmaverse/admiral/compute_qual_imputation,admiral,compute_qual_imputation,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; current_and_simple_timeout; generic_placeholders; result_overwrite_or_echo_suspected; scalarish_input_has_complex_placeholder:character_value.tsv,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/character_value.tsv; inputs/factor.tsv; inputs/imputation_type.tsv,inputs/character_value.tsv; inputs/factor.tsv; inputs/imputation_type.tsv,inputs/.tsv; inputs/character_value.tsv; inputs/factor.tsv; inputs/imputation_type.tsv,,admiral::compute_qual_imputation; dplyr::case_when; stringr::str_detect,False,False,2,True,clinical_placeholders; generic_placeholders; scalarish_input_has_complex_placeholder:character_value.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_qual_imputation
pharmaverse/admiral/compute_qual_imputation_dec,admiral,compute_qual_imputation_dec,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; current_and_simple_timeout; result_overwrite_or_echo_suspected; scalarish_input_has_complex_placeholder:character_value_decimal.tsv,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/character_value_decimal.tsv,inputs/character_value_decimal.tsv,inputs/character_value_decimal.tsv,,admiral::compute_qual_imputation_dec; dplyr::case_when; stringr::str_trim,False,False,2,True,clinical_placeholders; scalarish_input_has_complex_placeholder:character_value_decimal.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_qual_imputation_dec
pharmaverse/admiral/compute_rr,admiral,compute_rr,L1,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/hr.tsv,inputs/hr.tsv,inputs/hr.tsv,admiral::compute_rr,admiral::compute_rr,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_rr
pharmaverse/admiral/compute_scale,admiral,compute_scale,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; scalarish_input_has_complex_placeholder:source_range.tsv,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/flip_direction.tsv; inputs/min_n.tsv; inputs/source.tsv; inputs/source_range.tsv; inputs/target_range.tsv,inputs/flip_direction.tsv; inputs/min_n.tsv; inputs/source.tsv; inputs/source_range.tsv; inputs/target_range.tsv,inputs/flip_direction.tsv; inputs/min_n.tsv; inputs/source.tsv; inputs/source_range.tsv; inputs/target_range.tsv,admiral::compute_scale,admiral::compute_scale,False,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:source_range.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_scale
pharmaverse/admiral/compute_tmf,admiral,compute_tmf,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/dtc.tsv; inputs/dtm.tsv; inputs/ignore_seconds_flag.tsv,inputs/dtc.tsv; inputs/dtm.tsv; inputs/ignore_seconds_flag.tsv,inputs/dtc.tsv; inputs/dtm.tsv; inputs/ignore_seconds_flag.tsv,admiral::compute_tmf,admiral::compute_tmf,False,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/compute_tmf
pharmaverse/admiral/convert_blanks_to_na,admiral,convert_blanks_to_na,L1,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/x.tsv,inputs/x.tsv,inputs/x.tsv,admiral::convert_blanks_to_na,admiral::convert_blanks_to_na,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_blanks_to_na
pharmaverse/admiral/convert_date_to_dtm,admiral,convert_date_to_dtm,L1,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/dt.tsv,inputs/dt.tsv,inputs/dt.tsv,admiral::convert_date_to_dtm,admiral::convert_date_to_dtm,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_date_to_dtm
pharmaverse/admiral/convert_dtc_to_dt,admiral,convert_dtc_to_dt,L1,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/dtc.tsv,inputs/dtc.tsv,inputs/dtc.tsv,admiral::convert_dtc_to_dt,admiral::convert_dtc_to_dt,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_dtc_to_dt
pharmaverse/admiral/convert_dtc_to_dtm,admiral,convert_dtc_to_dtm,L1,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/dtc.tsv,inputs/dtc.tsv,inputs/dtc.tsv,admiral::convert_dtc_to_dtm,admiral::convert_dtc_to_dtm,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_dtc_to_dtm
